Vuln. ID,Summary,Date,Severity,Ref. URL
CVE-2025-0948,"A vulnerability, which was classified as critical, was found in itsourcecode Tailoring Management System 1.0. This affects an unknown part of the file incview.php. The manipulation of the argument incid leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.",2025-2-1,"V4.0:(not available)
V3.1: 6.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-0948
CVE-2025-0947,"A vulnerability, which was classified as critical, has been found in itsourcecode Tailoring Management System 1.0. Affected by this issue is some unknown functionality of the file expview.php. The manipulation of the argument expid leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.",2025-2-1,"V4.0:(not available)
V3.1: 6.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-0947
CVE-2025-0946,A vulnerability classified as critical was found in itsourcecode Tailoring Management System 1.0. Affected by this vulnerability is an unknown functionality of the file templatedelete.php. The manipulation of the argument id leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used.,2025-2-1,"V4.0:(not available)
V3.1: 6.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-0946
CVE-2025-0945,A vulnerability classified as critical has been found in itsourcecode Tailoring Management System 1.0. Affected is an unknown function of the file typedelete.php. The manipulation of the argument id leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.,2025-2-1,"V4.0:(not available)
V3.1: 6.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-0945
CVE-2025-0944,A vulnerability was found in itsourcecode Tailoring Management System 1.0. It has been rated as critical. This issue affects some unknown processing of the file customerview.php. The manipulation of the argument id leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used.,2025-2-1,"V4.0:(not available)
V3.1: 6.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-0944
CVE-2024-13775,"The WooCommerce Support Ticket System plugin for WordPress is vulnerable to unauthorized access and loss of data due to missing capability checks on the 'ajax_delete_message', 'ajax_get_customers_partial_list', and 'ajax_get_admins_list' functions in all versions up to, and including, 17.8. This makes it possible for authenticated attackers, with Subscriber-level access and above, to delete arbitrary posts, and read names, emails, and capabilities of all users.",2025-2-1,"V4.0:(not available)
V3.1: 5.4 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13775
CVE-2024-13612,"The Better Messages – Live Chat for WordPress, BuddyPress, PeepSo, Ultimate Member, BuddyBoss plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'better_messages_live_chat_button' shortcode in all versions up to, and including, 2.6.9 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2025-2-1,"V4.0:(not available)
V3.1: 6.4 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13612
CVE-2025-0943,A vulnerability was found in itsourcecode Tailoring Management System 1.0. It has been declared as critical. This vulnerability affects unknown code of the file deldoc.php. The manipulation of the argument id leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used.,2025-2-1,"V4.0:(not available)
V3.1: 6.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-0943
CVE-2024-13429,"The WP Job Portal – A Complete Recruitment System for Company or Job Board website plugin for WordPress is vulnerable to Insecure Direct Object Reference in all versions up to, and including, 2.2.6 via the 'jobenforcedelete' due to missing validation on a user controlled key. This makes it possible for authenticated attackers, with employer-level access and above, to delete arbitrary",2025-2-1,"V4.0:(not available)
V3.1: 4.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13429
CVE-2024-13428,"The WP Job Portal – A Complete Recruitment System for Company or Job Board website plugin for WordPress is vulnerable to Insecure Direct Object Reference in all versions up to, and including, 2.2.6 via the deleteCompanyLogo() due to missing validation on a user controlled key. This makes it possible for unauthenticated attackers to delete arbitrary company logos.",2025-2-1,"V4.0:(not available)
V3.1: 5.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13428
CVE-2024-13425,"The WP Job Portal – A Complete Recruitment System for Company or Job Board website plugin for WordPress is vulnerable to Insecure Direct Object Reference in all versions up to, and including, 2.2.6 via the enforcedelete() function due to missing validation on a user controlled key. This makes it possible for authenticated attackers, with Employer-level access and above, to delete other users companies.",2025-2-1,"V4.0:(not available)
V3.1: 4.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13425
CVE-2024-13372,"The WP Job Portal – A Complete Recruitment System for Company or Job Board website plugin for WordPress is vulnerable to Insecure Direct Object Reference in all versions up to, and including, 2.2.6 via the getresumefiledownloadbyid() and getallresumefiles() functions due to missing validation on a user controlled key. This makes it possible for unauthenticated attackers to download users resumes without the appropriate authorization to do so.",2025-2-1,"V4.0:(not available)
V3.1: 5.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13372
CVE-2024-13371,"The WP Job Portal – A Complete Recruitment System for Company or Job Board website plugin for WordPress is vulnerable to unauthorized arbitrary emails sending due to a missing capability check on the sendEmailToJobSeeker() function in all versions up to, and including, 2.2.6. This makes it possible for unauthenticated attackers to send arbitrary emails with arbitrary content from the sites mail server.",2025-2-1,"V4.0:(not available)
V3.1: 5.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13371
CVE-2024-12825,"The Custom Related Posts plugin for WordPress is vulnerable to unauthorized access & modification of data due to a missing capability check on three AJAX actions in all versions up to, and including, 1.7.3. This makes it possible for authenticated attackers, with Subscriber-level access and above, to search posts and link/unlink relations.",2025-2-1,"V4.0:(not available)
V3.1: 5.4 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-12825
CVE-2025-23091,"An Improper Certificate Validation on UniFi OS devices, with Identity Enterprise configured, could allow a malicious actor to execute a man-in-the-middle (MitM) attack during application update.",2025-2-1,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-23091
CVE-2025-0939,"The MagicForm plugin for WordPress is vulnerable to access and modification of data due to a missing capability check on the plugin's AJAX actions in all versions up to, and including, 1.6.2. This makes it possible for authenticated attackers, with Subscriber-level access and above, to invoke those actions in order to delete or view logs, modify forms or modify plugin settings.",2025-2-1,"V4.0:(not available)
V3.1: 6.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-0939
CVE-2024-13341,"The MultiLoca - WooCommerce Multi Locations Inventory Management plugin for WordPress is vulnerable to SQL Injection via the 'data-id' parameter in all versions up to, and including, 4.1.11 due to insufficient escaping on the user supplied parameter and lack of sufficient preparation on the existing SQL query. This makes it possible for authenticated attackers, with Subscriber-level access and above, to append additional SQL queries into already existing queries that can be used to extract sensitive information from the database.",2025-2-1,"V4.0:(not available)
V3.1: 6.5 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13341
CVE-2024-11829,"The The Plus Addons for Elementor – Elementor Addons, Page Templates, Widgets, Mega Menu, WooCommerce plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the Table Widget's searchable_label parameter in all versions up to, and including, 6.1.8 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2025-2-1,"V4.0:(not available)
V3.1: 6.4 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-11829
CVE-2025-0366,"The Jupiter X Core plugin for WordPress is vulnerable to Local File Inclusion to Remote Code Execution in all versions up to, and including, 4.8.7 via the get_svg() function. This makes it possible for authenticated attackers, with Contributor-level access and above, to include and execute arbitrary files on the server, allowing the execution of any PHP code in those files. This can be used to bypass access controls, obtain sensitive data, or achieve code execution. In this specific case, an attacker can create a form that allows SVG uploads, upload an SVG file with malicious content and then include the SVG file in a post to achieve remote code execution. This means it is relatively easy to gain remote code execution as a contributor-level user and above by default.",2025-2-1,"V4.0:(not available)
V3.1: 8.8 HIGH
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-0366
CVE-2025-0365,"The Jupiter X Core plugin for WordPress is vulnerable to Directory Traversal in all versions up to, and including, 4.8.7 via the inline SVG feature. This makes it possible for authenticated attackers, with Contributor-level access and above, to read the contents of arbitrary files on the server, which can contain sensitive information.",2025-2-1,"V4.0:(not available)
V3.1: 6.5 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-0365
CVE-2024-13099,"The Widget4Call WordPress plugin through 1.0.7 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.",2025-2-1,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13099
CVE-2024-13098,"The WordPress Email Newsletter WordPress plugin through 1.1 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.",2025-2-1,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13098
CVE-2024-13097,"The WP Finance WordPress plugin through 1.3.6 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.",2025-2-1,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13097
CVE-2024-13096,"The WP Finance WordPress plugin through 1.3.6 does not have CSRF check in some places, and is missing sanitisation as well as escaping, which could allow attackers to make logged in admin add Stored XSS payloads via a CSRF attack.",2025-2-1,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13096
CVE-2024-12768,"The Responsive iframe WordPress plugin through 1.2.0 does not validate and escape some of its block options before outputting them back in a page/post where the block is embed, which could allow users with the contributor role and above to perform Stored Cross-Site Scripting attacks.",2025-2-1,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-12768
CVE-2024-12041,"The Directorist: AI-Powered WordPress Business Directory Plugin with Classified Ads Listings plugin for WordPress is vulnerable to Information Exposure in all versions up to, and including, 8.0.12 via the /wp-json/directorist/v1/users/ endpoint. This makes it possible for unauthenticated attackers to extract sensitive data including including usernames, email addresses, names, and more information about users.",2025-2-1,"V4.0:(not available)
V3.1: 5.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-12041
CVE-2024-53295,"Dell PowerProtect DD versions prior to 8.3.0.0, 7.10.1.50, and 7.13.1.20 contain an improper access control vulnerability. A local malicious user with low privileges could potentially exploit this vulnerability leading to escalation of privilege.",2025-2-1,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-53295
CVE-2024-53296,"Dell PowerProtect DD versions prior to 7.10.1.50 and 7.13.1.20 contain a Stack-based Buffer Overflow vulnerability in the RestAPI. A high privileged attacker with remote access could potentially exploit this vulnerability, leading to Denial of service.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-53296
CVE-2024-51534,"Dell PowerProtect DD versions prior to DDOS 8.3.0.0, 7.10.1.50, and 7.13.1.20 contain a path traversal vulnerability. A local low privileged could potentially exploit this vulnerability to gain unauthorized overwrite of OS files stored on the server filesystem. Exploitation could lead to denial of service.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-51534
CVE-2024-13651,"The RapidLoad – Optimize Web Vitals Automatically plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the ajax_deactivate() function in all versions up to, and including, 2.4.4. This makes it possible for authenticated attackers, with Subscriber-level access and above, to reset some of the plugin's settings.",2025-1-31,"V4.0:(not available)
V3.1: 4.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13651
CVE-2024-13547,"The aThemes Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the Image Accordion widget in all versions up to, and including, 1.0.12 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2025-1-31,"V4.0:(not available)
V3.1: 6.4 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13547
CVE-2024-13343,"The WooCommerce Customers Manager plugin for WordPress is vulnerable to Privilege Escalation due to a missing capability check on the ajax_assign_new_roles() function in all versions up to, and including, 31.3. This makes it possible for authenticated attackers, with Subscriber-level access and above, to elevate their privileges to that of an administrator.",2025-1-31,"V4.0:(not available)
V3.1: 8.8 HIGH
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-13343
CVE-2024-12620,"The AnimateGL Animations for WordPress – Elementor & Gutenberg Blocks Animations plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'agl_json' AJAX action in all versions up to, and including, 1.4.23. This makes it possible for unauthenticated attackers to update the plugin's settings.",2025-1-31,"V4.0:(not available)
V3.1: 5.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-12620
CVE-2024-12184,"The WordPress Contact Forms by Cimatti plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability check on the accua_forms_download_submitted_file() function in all versions up to, and including, 1.9.4. This makes it possible for unauthenticated attackers to download other user submitted forms.",2025-1-31,"V4.0:(not available)
V3.1: 5.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-12184
CVE-2024-12171,"The ELEX WordPress HelpDesk & Customer Ticketing System plugin for WordPress is vulnerable to privilege escalation due to a missing capability check on the 'eh_crm_agent_add_user' AJAX action in all versions up to, and including, 3.2.6. This makes it possible for authenticated attackers, with Subscriber-level access and above, to create new administrative user accounts.",2025-1-31,"V4.0:(not available)
V3.1: 8.8 HIGH
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-12171
CVE-2024-11780,"The Site Search 360 plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'ss360-resultblock' shortcode in all versions up to, and including, 2.1.6 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2025-1-31,"V4.0:(not available)
V3.1: 6.4 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-11780
CVE-2025-24891,"Dumb Drop is a file upload application. Users with permission to upload to the service are able to exploit a path traversal vulnerability to overwrite arbitrary system files. As the container runs as root by default, there is no limit to what can be overwritten. With this, it's possible to inject malicious payloads into files ran on schedule or upon certain service actions. As the service is not required to run with authentication enabled, this may permit wholly unprivileged users root access. Otherwise, anybody with a PIN.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-24891
CVE-2024-57587,EasyVirt DCScope 8.6.0 and earlier and co2Scope 1.3.0 and earlier are vulnerable to SQL Injection on the authentication portal.,2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-57587
CVE-2024-57435,"In macrozheng mall-tiny 1.0.1, an attacker can send null data through the resource creation interface resulting in a null pointer dereference occurring in all subsequent operations that require authentication, which triggers a denial-of-service attack and service restart failure.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-57435
CVE-2024-57434,"macrozheng mall-tiny 1.0.1 is vulnerable to Incorrect Access Control. The project imports users by default, and the test user is made a super administrator.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-57434
CVE-2024-57433,"macrozheng mall-tiny 1.0.1 is vulnerable to Incorrect Access Control via the logout function. After a user logs out, their token is still available and fetches information in the logged-in state.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-57433
CVE-2024-55062,EasyVirt DCScope 8.6.0 and earlier and co2Scope 1.3.0 and earlier are vulnerable to Command injection.,2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-55062
CVE-2024-53357,"In EasyVirt DCScope <=8.6.0 and CO2Scope <=1.3.0, the AES encryption keys used to encrypt passwords are not stored securely.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-53357
CVE-2024-53356,EasyVirt DCScope <=8.6.0 and CO2Scope <=1.3.0 are vulnerable to privilege escalation as the password token suffers from weak encryption making it possible to brute-force the password token.,2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-53356
CVE-2024-53355,EasyVirt DCScope <=8.6.0 and CO2Scope <=1.3.0 are vulnerable to Incorrect Access Control. This vulnerability allows the api to be used to create/modify/delete information about aliases (users) / users (groups) / roles.,2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-53355
CVE-2024-53354,EasyVirt DCScope <=8.6.0 and CO2Scope <=1.3.0 are vulnerable to SQL Injection.,2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-53354
CVE-2025-0934,A vulnerability was found in code-projects Job Recruitment 1.0. It has been classified as problematic. This affects an unknown part of the file /parse/_call_job_search_ajax.php. The manipulation of the argument n leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.,2025-1-31,"V4.0:(not available)
V3.1: 6.3 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-0934
CVE-2025-0938,The Python standard library functions `urllib.parse.urlsplit` and `urlparse` accepted domain names that included square brackets which isn't valid according to RFC 3986. Square brackets are only meant to be used as delimiters for specifying IPv6 and IPvFuture hosts in URLs. This could result in differential parsing across the Python URL parser and other specification-compliant URL parsers.,2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-0938
CVE-2025-23001,"A Host Header Injection vulnerability exists in CTFd 3.7.5, due to the application failing to properly validate or sanitize the Host header. An attacker can manipulate the Host header in HTTP requests, which may lead to phishing attacks, reset password, or cache poisoning.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-23001
CVE-2025-22957,"A SQL injection vulnerability exists in the front-end of the website in ZZCMS <= 2023, which can be exploited without any authentication. This vulnerability could potentially allow attackers to gain unauthorized access to the database and extract sensitive information.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-22957
CVE-2024-57432,"macrozheng mall-tiny 1.0.1 suffers from Insecure Permissions. The application's JWT signing keys are hardcoded and do not change. User information is explicitly written into the JWT and used for subsequent privilege management, making it is possible to forge the JWT of any user to achieve authentication bypass.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-57432
CVE-2024-53584,OpenPanel v0.3.4 was discovered to contain an OS command injection vulnerability via the timezone parameter.,2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-53584
CVE-2024-49349,IBM Financial Transaction Manager for SWIFT Services for Multiplatforms 3.2.4.0 through 3.2.4.1 is vulnerable to stored cross-site scripting. This vulnerability allows authenticated users to embed arbitrary JavaScript code in the Web UI thus altering the intended functionality potentially leading to credentials disclosure within a trusted session.,2025-1-31,"V4.0:(not available)
V3.1: 6.1 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-49349
CVE-2024-49339,IBM Financial Transaction Manager for SWIFT Services for Multiplatforms 3.2.4.0 through 3.2.4.1 is vulnerable to stored cross-site scripting. This vulnerability allows authenticated users to embed arbitrary JavaScript code in the Web UI thus altering the intended functionality potentially leading to credentials disclosure within a trusted session.,2025-1-31,"V4.0:(not available)
V3.1: 6.4 MEDIUM
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-49339
CVE-2024-47857,"SSH Communication Security PrivX versions between 18.0-36.0 implement insufficient validation on public key signatures when using native SSH connections via a proxy port. This allows an existing PrivX ""account A"" to impersonate another existing PrivX ""account B"" and gain access to SSH target hosts to which the ""account B"" has access.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-47857
CVE-2024-42671,"A Host Header Poisoning Open Redirect issue in slabiak Appointment Scheduler v.1.0.5 allows a remote attacker to redirect users to a malicious website, leading to potential credential theft, malware distribution, or other malicious activities.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-42671
CVE-2025-23215,"PMD is an extensible multilanguage static code analyzer. The passphrase for the PMD and PMD Designer release signing keys are included in jar published to Maven Central. The private key itself is not known to have been compromised itself, but given its passphrase is, it must also be considered potentially compromised. As a mitigation, both compromised keys have been revoked so that no future use of the keys are possible. Note, that the published artifacts in Maven Central under the group id net.sourceforge.pmd are not compromised and the signatures are valid.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-23215
CVE-2025-22994,O2OA 9.1.3 is vulnerable to Cross Site Scripting (XSS) in Meetings - Settings.,2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2025-22994
CVE-2024-53582,An issue found in the Copy and View functions in the File Manager component of OpenPanel v0.3.4 allows attackers to execute a directory traversal via a crafted HTTP request.,2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-53582
CVE-2024-53537,An issue in OpenPanel v0.3.4 to v0.2.1 allows attackers to execute a directory traversal in File Actions of File Manager.,2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-53537
CVE-2024-53320,"Qualisys C++ SDK commit a32a21a was discovered to contain multiple stack buffer overflows via the GetCurrentFrame, SaveCapture, and LoadProject functions.",2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-53320
CVE-2024-53319,A heap buffer overflow in the XML Text Escaping component of Qualisys C++ SDK commit a32a21a allows attackers to cause Denial of Service (DoS) via escaping special XML characters.,2025-1-31,"V4.0:(not available)
V3.x:(not available)
V2.0:(not available)",https://nvd.nist.gov/vuln/detail/CVE-2024-53319
